Time(ms),MotorID,Angle(deg),angle_smooth,delta_motor,cycle,L_cm,L_rel_cm,θ_total,∠ABC_smooth,∠BCD_smooth
35510,6,1.23,9.494,-4.168000000000001,0,0.16570155918434165,-1.458676375646781,32.855008347797146,24.52434604109017,8.330662306706978
35620,6,-2.9,5.343999999999999,-4.15,0,0.09327039522657696,-1.5311075396045457,32.9451422893472,24.451075501176906,8.494066788170297
35730,6,-6.95,1.228,-4.116,0,0.021432643214490368,-1.6029452916166322,33.160094946312306,24.25517949419589,8.904915452116416
35840,6,-11.08,-2.886,-4.114,0,-0.05037020221255635,-1.674748137043679,32.95512986454119,24.45914628406439,8.495983580476807
35950,6,-15.12,-6.964,-4.078,0,-0.12154472910888511,-1.7459226639400078,32.78148055457674,24.73887359284637,8.042606961730366
36059,6,-19.25,-11.059999999999999,-4.095999999999998,0,-0.19303341527057283,-1.8174113501016955,32.59533648263479,24.57795544882982,8.017381033804977
36169,6,-23.3,-15.14,-4.080000000000002,0,-0.2642428487519415,-1.8886207835830642,32.89244593612314,24.72153478014651,8.170911155976633
36278,6,-27.16,-19.182,-4.041999999999998,0,-0.33478905711755225,-1.959166991948675,33.199294076326616,24.810222273112643,8.389071803213973
36388,6,-31.21,-23.208,-4.026,0,-0.405056012802844,-2.029433947633967,33.15039368271551,24.810811612429987,8.339582070285521
36498,6,-35.08,-27.2,-3.992000000000001,0,-0.47472955654245763,-2.09910749137358,33.087860137325016,24.82932703018934,8.258533107135674
36608,6,-38.95,-31.140000000000004,-3.940000000000005,0,-0.5434955290710343,-2.167873463902157,32.861597732040636,24.434764090170862,8.426833641869777
36719,6,-42.81,-35.042,-3.9019999999999975,0,-0.611598276483853,-2.2359762113149757,32.87760310480808,24.538206524853777,8.339396579954302
36829,6,-46.68,-38.946000000000005,-3.9040000000000035,0,-0.6797359304817117,-2.3041138653128344,33.15515588839368,24.87862578950765,8.276530098886028
36939,6,-50.81,-42.866,-3.9199999999999946,0,-0.7481528371598893,-2.372530771991012,33.29631406450821,24.696081361430828,8.600232703077385
37049,6,-54.68,-46.786,-3.9200000000000017,0,-0.816569743838067,-2.4409476786691897,33.22547217539214,24.79120487992928,8.434267295462863
37159,6,-58.73,-50.742,-3.955999999999996,0,-0.8856149690469627,-2.5099929038780853,33.40985747590788,25.00711698820119,8.402740487706687
37269,6,-62.59,-54.698,-3.956000000000003,0,-0.9546601942558584,-2.579038129086981,34.04646188620886,25.46597572218672,8.580486164022144
37380,6,-66.73,-58.70799999999999,-4.009999999999991,0,-1.0246478972608308,-2.6490258320919535,34.56119002181451,25.649906176255914,8.9112838455586
37490,6,-70.77,-62.7,-3.9920000000000115,0,-1.0943214410004447,-2.7186993758315676,34.94394818616773,25.54915881546237,9.39478937070536
